NOC,Name,Sex,Age,Height,Weight,Season,Year,Sport,Event,Medal
YUG,Lovro Radoni,M,24.0,176.0,79.0,Summer,1952,Water Polo,Water Polo Men's Water Polo,Silver
YUG,Lovro Radoni,M,28.0,176.0,79.0,Summer,1956,Water Polo,Water Polo Men's Water Polo,Silver
URS,Yury Mikhaylovich Radonyak,M,24.0,167.0,59.0,Summer,1960,Boxing,Boxing Men's Welterweight,Silver
ROU,Gelu Radu,M,26.0,156.0,60.0,Summer,1984,Weightlifting,Weightlifting Men's Featherweight,Silver
ROU,Dumitru Rducanu,M,17.0,165.0,55.0,Summer,1984,Rowing,Rowing Men's Coxed Pairs,Silver
SRB,Miroslav Raduljica,M,28.0,213.0,130.0,Summer,2016,Basketball,Basketball Men's Basketball,Silver
ITA,Nikola Radulovic,M,31.0,207.0,103.0,Summer,2004,Basketball,Basketball Men's Basketball,Silver
YUG,Zdravko Radulovi,M,20.0,191.0,83.0,Summer,1988,Basketball,Basketball Men's Basketball,Silver
BRA,Rafael Pereira da Silva,M,22.0,172.0,65.0,Summer,2012,Football,Football Men's Football,Silver
USA,Brian Christopher Rafalski,M,28.0,178.0,89.0,Winter,2002,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
USA,Brian Christopher Rafalski,M,36.0,178.0,89.0,Winter,2010,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
ITA,Hansjrg Raffl,M,36.0,187.0,80.0,Winter,1994,Luge,Luge Mixed (Men)'s Doubles,Silver
ITA,Elio Ragni,M,25.0,178.0,64.0,Summer,1936,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
FRA,Adolphe Gaston Ragueneau,M,18.0,166.0,66.0,Summer,1900,Athletics,"Athletics Men's 5,000 metres, Team",Silver
USA,"Zachary Scott ""Zach"" Railey",M,24.0,192.0,98.0,Summer,2008,Sailing,Sailing Mixed One Person Dinghy,Silver
ITA,Simone Raineri,M,31.0,190.0,93.0,Summer,2008,Rowing,Rowing Men's Quadruple Sculls,Silver
YUG,Trajko Rajkovi,M,30.0,204.0,96.0,Summer,1968,Basketball,Basketball Men's Basketball,Silver
HUN,Andrs Rajna,M,35.0,190.0,88.0,Summer,1996,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
URS,Mark Semyonovich Rakita,M,30.0,179.0,78.0,Summer,1968,Fencing,"Fencing Men's Sabre, Individual",Silver
URS,Mark Semyonovich Rakita,M,34.0,179.0,78.0,Summer,1972,Fencing,"Fencing Men's Sabre, Team",Silver
USA,Rajeev Ram,M,32.0,193.0,84.0,Summer,2016,Tennis,Tennis Mixed Doubles,Silver
ESP,Ignacio Rambla Algarn,M,40.0,178.0,75.0,Summer,2004,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
CUB,Hermes Julin Ramrez Limonta,M,20.0,178.0,66.0,Summer,1968,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
CUB,Hiplito Ramos Martnez,M,24.0,155.0,48.0,Summer,1980,Boxing,Boxing Men's Light-Flyweight,Silver
ESP,Luis Gregorio Ramos Mision,M,23.0,180.0,74.0,Summer,1976,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
GER,Christian Ramota,M,31.0,200.0,100.0,Summer,2004,Handball,Handball Men's Handball,Silver
GBR,Godfrey Lionel Rampling,M,23.0,185.0,75.0,Summer,1932,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
SUI,Daniel Ramseier,M,25.0,186.0,85.0,Summer,1988,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
ITA,Carlo Luigi Rancati,M,24.0,175.0,74.0,Summer,1964,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
AUS,"John Raymond ""JR"" Ranch",M,27.0,188.0,86.0,Summer,1968,Rowing,Rowing Men's Coxed Eights,Silver
POL,Pawe Rafa Rada,M,29.0,186.0,72.0,Summer,2008,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
GBR,Walter Rangeley,M,20.0,174.0,65.0,Summer,1924,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
GBR,Walter Rangeley,M,24.0,174.0,65.0,Summer,1928,Athletics,Athletics Men's 200 metres,Silver
PAK,Abdul Rashid,M,25.0,170.0,75.0,Summer,1972,Hockey,Hockey Men's Hockey,Silver
EGY,Mohamed Ali Ahmad Rashwan,M,28.0,198.0,140.0,Summer,1984,Judo,Judo Men's Open Class,Silver
TCH,Ji Raka,M,27.0,165.0,70.0,Winter,1968,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Silver
SWE,Svante Erik Rasmuson,M,28.0,184.0,78.0,Summer,1984,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver
DEN,Alex Nicki Rasmussen,M,24.0,185.0,88.0,Summer,2008,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
DEN,Ole Riber Rasmussen,M,28.0,187.0,99.0,Summer,1984,Shooting,Shooting Mixed Skeet,Silver
PAK,Akhtar Rasool Kamboh,M,18.0,179.0,79.0,Summer,1972,Hockey,Hockey Men's Hockey,Silver
PAK,Chaudhry Ghulam Rasool,M,25.0,175.0,72.0,Summer,1956,Hockey,Hockey Men's Hockey,Silver
GBR,Paul Ratcliffe,M,26.0,180.0,72.0,Summer,2000,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Silver
IND,Rajyavardhan Singh Rathore,M,34.0,188.0,85.0,Summer,2004,Shooting,Shooting Men's Double Trap,Silver
HUN,Jnos Rtkai,M,21.0,177.0,78.0,Summer,1972,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
USA,"William Edward ""Ed"" Ratleff",M,22.0,198.0,86.0,Summer,1972,Basketball,Basketball Men's Basketball,Silver
CAN,"Daniel Paul ""Dan"" Ratushny",M,21.0,187.0,84.0,Winter,1992,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
FIN,Seppo Henrik Rty,M,30.0,190.0,105.0,Summer,1992,Athletics,Athletics Men's Javelin Throw,Silver
USA,"James Richert ""Jamie"" Rauch",M,21.0,196.0,89.0,Summer,2000,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
AUT,Hubert Raudaschl,M,26.0,187.0,82.0,Summer,1968,Sailing,Sailing Mixed One Person Dinghy,Silver
AUT,Hubert Raudaschl,M,37.0,187.0,82.0,Summer,1980,Sailing,Sailing Mixed Two Person Keelboat,Silver
FIN,Kalervo Juhani Rauhala,M,21.0,174.0,85.0,Summer,1952,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
GER,Ronald Rauhe,M,26.0,179.0,82.0,Summer,2008,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver
FRG,Dirk Rauin,M,27.0,181.0,85.0,Summer,1984,Handball,Handball Men's Handball,Silver
ITA,Mario Ravagnan,M,33.0,180.0,73.0,Summer,1964,Fencing,"Fencing Men's Sabre, Team",Silver
NED,"Petrus Josephus ""Piet"" Raymakers",M,35.0,191.0,87.0,Summer,1992,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
USA,"Peter Harlow ""Pete"" Raymond",M,25.0,193.0,86.0,Summer,1972,Rowing,Rowing Men's Coxed Eights,Silver
YUG,Dragoslav Ranatovi,M,27.0,190.0,90.0,Summer,1968,Basketball,Basketball Men's Basketball,Silver
UKR,Ihor Anatoliyovych Razoronov,M,34.0,181.0,105.0,Summer,2004,Weightlifting,Weightlifting Men's Heavyweight,Silver
YUG,Dino Raa,M,21.0,210.0,105.0,Summer,1988,Basketball,Basketball Men's Basketball,Silver
CRO,Dino Raa,M,25.0,210.0,105.0,Summer,1992,Basketball,Basketball Men's Basketball,Silver
SCG,"eljko ""Zelly"" Rebraa",M,24.0,211.0,112.0,Summer,1996,Basketball,Basketball Men's Basketball,Silver
FRG,Thomas Werner Reck,M,20.0,184.0,78.0,Summer,1984,Hockey,Hockey Men's Hockey,Silver
FRG,Thomas Werner Reck,M,24.0,184.0,78.0,Summer,1988,Hockey,Hockey Men's Hockey,Silver
NED,Rob Reckers,M,22.0,189.0,75.0,Summer,2004,Hockey,Hockey Men's Hockey,Silver
USA,"John Alcorn ""James"" Rector",M,23.0,181.0,72.0,Summer,1908,Athletics,Athletics Men's 100 metres,Silver
USA,Charles Lambert Redd,M,24.0,178.0,74.0,Summer,1932,Athletics,Athletics Men's Long Jump,Silver
BEL,Serge Yvan Arthur Reding (Grard-),M,26.0,173.0,140.0,Summer,1968,Weightlifting,Weightlifting Men's Heavyweight,Silver
YUG,Redep Redepovski,M,21.0,162.0,51.0,Summer,1984,Boxing,Boxing Men's Flyweight,Silver
AUS,Paul Edward Reedy,M,23.0,181.0,87.0,Summer,1984,Rowing,Rowing Men's Quadruple Sculls,Silver
USA,Morgan Irwin Reeser,M,29.0,183.0,66.0,Summer,1992,Sailing,Sailing Men's Two Person Dinghy,Silver
GBR,John Paul Lyndon Regis,M,21.0,181.0,98.0,Summer,1988,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
CUB,Enrique Regeiferos Blanco,M,20.0,168.0,60.0,Summer,1968,Boxing,Boxing Men's Light-Welterweight,Silver
SWE,Berndt-Otto Viktor Olof R. Rehbinder,M,34.0,184.0,69.0,Summer,1952,Fencing,"Fencing Men's epee, Team",Silver
PAK,Fazalur Rehman,M,31.0,169.0,75.0,Summer,1972,Hockey,Hockey Men's Hockey,Silver
SUI,Christian Reich,M,34.0,178.0,93.0,Winter,2002,Bobsleigh,Bobsleigh Men's Two,Silver
FRG,Klaus Reichert,M,37.0,173.0,72.0,Summer,1984,Fencing,"Fencing Men's Foil, Team",Silver
AUS,Graeme Reid,M,28.0,183.0,79.0,Summer,1976,Hockey,Hockey Men's Hockey,Silver
AUS,Graham Leslie Reid,M,28.0,180.0,83.0,Summer,1992,Hockey,Hockey Men's Hockey,Silver
GER,Hendrik Reiher,M,30.0,168.0,51.0,Summer,1992,Rowing,Rowing Men's Coxed Fours,Silver
GDR,Hans-Georg Reimann,M,34.0,180.0,65.0,Summer,1976,Athletics,Athletics Men's 20 kilometres Walk,Silver
USA,Andrew Roland Rein,M,26.0,172.0,68.0,Summer,1984,Wrestling,"Wrestling Men's Lightweight, Freestyle",Silver
GER,Maximilian Reinelt,M,27.0,195.0,98.0,Summer,2016,Rowing,Rowing Men's Coxed Eights,Silver
GER,Wolfgang Reinhardt,M,21.0,178.0,68.0,Summer,1964,Athletics,Athletics Men's Pole Vault,Silver
FRG,Ernst Reiter,M,25.0,183.0,78.0,Winter,1988,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
GBR,Keith J. Remfry,M,28.0,193.0,114.0,Summer,1976,Judo,Judo Men's Open Class,Silver
BRA,Renan dal Zotto,M,24.0,190.0,90.0,Summer,1984,Volleyball,Volleyball Men's Volleyball,Silver
MDA,Victor Iosifovich Reneischi,M,29.0,178.0,81.0,Summer,1996,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Silver
GDR,Ren Rensch,M,19.0,155.0,50.0,Summer,1988,Rowing,Rowing Men's Coxed Pairs,Silver
GBR,"Robert Peter ""Robbie"" Renwick",M,28.0,184.0,80.0,Summer,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
URS,Vladimir Georgiyevich Repyev,M,24.0,193.0,92.0,Summer,1980,Handball,Handball Men's Handball,Silver
GER,"Hans-Joachim ""Jochen"" Reske",M,20.0,184.0,80.0,Summer,1960,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
FRG,Helmut Rethemeier,M,37.0,178.0,68.0,Summer,1976,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
AUT,Martin Rettl,M,28.0,184.0,73.0,Winter,2002,Skeleton,Skeleton Men's Skeleton,Silver
ESP,Faustino Reyes Lpez,M,17.0,175.0,57.0,Summer,1992,Boxing,Boxing Men's Featherweight,Silver
ESP,Felipe Reyes Cabaas,M,28.0,205.0,109.0,Summer,2008,Basketball,Basketball Men's Basketball,Silver
ESP,Felipe Reyes Cabaas,M,32.0,205.0,109.0,Summer,2012,Basketball,Basketball Men's Basketball,Silver
USA,"Harry Lee ""Butch"" Reynolds, Jr.",M,24.0,193.0,84.0,Summer,1988,Athletics,Athletics Men's 400 metres,Silver
CAN,Kevin Reynolds,M,23.0,177.0,60.0,Winter,2014,Figure Skating,Figure Skating Mixed Team,Silver
USA,Mark Jeffrey Reynolds,M,32.0,192.0,88.0,Summer,1988,Sailing,Sailing Mixed Two Person Keelboat,Silver
GBR,Martin Edward Reynolds,M,23.0,185.0,77.0,Summer,1972,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
IRI,Ali Reza Rezaei,M,28.0,182.0,120.0,Summer,2004,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Silver
AZE,Vitaliy Rhimov,M,23.0,170.0,60.0,Summer,2008,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Silver
ESP,Xavier Ribas Centelles,M,32.0,178.0,76.0,Summer,2008,Hockey,Hockey Men's Hockey,Silver
BRA,Edson Luciano Ribeiro,M,27.0,190.0,95.0,Summer,2000,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
FRA,Philippe Claude Riboud,M,27.0,193.0,97.0,Summer,1984,Fencing,"Fencing Men's epee, Team",Silver
FRA,Philippe Claude Riboud,M,31.0,193.0,97.0,Summer,1988,Fencing,"Fencing Men's epee, Individual",Silver
BRA,"Ricardo ""Ricardinho"" Bermudez Garcia",M,36.0,191.0,90.0,Summer,2012,Volleyball,Volleyball Men's Volleyball,Silver
BRA,Ricardo Alex Costa Santos,M,25.0,200.0,102.0,Summer,2000,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver
AUS,Robert Richards,M,28.0,186.0,71.0,Summer,2000,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
USA,Jason Alexander Richardson,M,26.0,188.0,77.0,Summer,2012,Athletics,Athletics Men's 110 metres Hurdles,Silver
GBR,Mark Ashton Richardson,M,23.0,178.0,74.0,Summer,1996,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
SWE,Nils Olov Richard Richardsson,M,28.0,180.0,85.0,Winter,2002,Snowboarding,Snowboarding Men's Parallel Giant Slalom,Silver
GER,Frank Jrg Richter,M,31.0,200.0,96.0,Summer,1996,Rowing,Rowing Men's Coxed Eights,Silver
GDR,Heinz Richter,M,25.0,184.0,84.0,Summer,1972,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
GDR,Herbert Richter,M,25.0,175.0,68.0,Summer,1972,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
USA,"Michael Thomas ""Mike"" Richter",M,35.0,180.0,84.0,Winter,2002,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
TCH,Pavel Richter,M,29.0,176.0,78.0,Winter,1984,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
GER,Klaus W. Richtzenhain,M,22.0,178.0,63.0,Summer,1956,Athletics,"Athletics Men's 1,500 metres",Silver
AUS,Brenton Scott Rickard,M,24.0,194.0,92.0,Summer,2008,Swimming,Swimming Men's 200 metres Breaststroke,Silver
AUS,Brenton Scott Rickard,M,24.0,194.0,92.0,Summer,2008,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
CAN,"Michael ""Mike"" Riddle",M,27.0,182.0,82.0,Winter,2014,Freestyle Skiing,Freestyle Skiing Men's Halfpipe,Silver
GER,Lars Peter Riedel,M,33.0,199.0,110.0,Summer,2000,Athletics,Athletics Men's Discus Throw,Silver
FRG,Karl-Hans Riehm,M,33.0,187.0,112.0,Summer,1984,Athletics,Athletics Men's Hammer Throw,Silver
GER,Fabian Riele,M,23.0,172.0,62.0,Winter,2014,Nordic Combined,Nordic Combined Men's Team,Silver
FRA,Antoine Roger Rigaudeau,M,28.0,198.0,102.0,Summer,2000,Basketball,Basketball Men's Basketball,Silver
USA,"Donald Edmond ""Don"" Rigazio",M,21.0,180.0,72.0,Winter,1956,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
ITA,"Alessandro ""Alex"" Righetti",M,26.0,200.0,98.0,Summer,2004,Basketball,Basketball Men's Basketball,Silver
ITA,Rolando Rigoli,M,28.0,175.0,75.0,Summer,1968,Fencing,"Fencing Men's Sabre, Team",Silver
NED,"Roderick Falesca Rene Trygvae ""Rody"" Rijnders",M,27.0,172.0,54.0,Summer,1968,Rowing,Rowing Men's Coxed Pairs,Silver
AUS,"Ronald William ""Ron"" Riley",M,21.0,180.0,68.0,Summer,1968,Hockey,Hockey Men's Hockey,Silver
AUS,"Ronald William ""Ron"" Riley",M,28.0,180.0,68.0,Summer,1976,Hockey,Hockey Men's Hockey,Silver
FRA,Stphane Risacher,M,28.0,202.0,96.0,Summer,2000,Basketball,Basketball Men's Basketball,Silver
SUI,Bruno Risi,M,35.0,172.0,69.0,Summer,2004,Cycling,Cycling Men's Madison,Silver
URS,Rufat Asadovich Riskiyev,M,26.0,183.0,75.0,Summer,1976,Boxing,Boxing Men's Middleweight,Silver
SVK,Michal Riszdorfer,M,31.0,176.0,79.0,Summer,2008,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
SVK,Richard Riszdorfer,M,27.0,181.0,89.0,Summer,2008,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
FIN,"Viljo Eino ""Ville"" Ritola (Koukkari-)",M,28.0,175.0,66.0,Summer,1924,Athletics,"Athletics Men's 5,000 metres",Silver
FIN,"Viljo Eino ""Ville"" Ritola (Koukkari-)",M,28.0,175.0,66.0,Summer,1924,Athletics,"Athletics Men's Cross-Country, Individual",Silver
FIN,"Viljo Eino ""Ville"" Ritola (Koukkari-)",M,32.0,175.0,66.0,Summer,1928,Athletics,"Athletics Men's 10,000 metres",Silver
NED,Robert Rintje Ritsma,M,23.0,190.0,92.0,Winter,1994,Speed Skating,"Speed Skating Men's 1,500 metres",Silver
NED,Robert Rintje Ritsma,M,27.0,190.0,92.0,Winter,1998,Speed Skating,"Speed Skating Men's 5,000 metres",Silver
LTU,Saulius Ritter,M,27.0,202.0,110.0,Summer,2016,Rowing,Rowing Men's Double Sculls,Silver
ARG,Rodolfo Ricardo Rivademar Bravo,M,20.0,158.0,54.0,Summer,1948,Sailing,Sailing Mixed 6 metres,Silver
CUB,Lzaro Rivas Scull,M,25.0,155.0,55.0,Summer,2000,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver
USA,"Irvin ""Bo"" Roberson",M,25.0,185.0,81.0,Summer,1960,Athletics,Athletics Men's Long Jump,Silver
CAN,Bruce Richard Robertson,M,19.0,178.0,70.0,Summer,1972,Swimming,Swimming Men's 100 metres Butterfly,Silver
CAN,Bruce Richard Robertson,M,23.0,178.0,70.0,Summer,1976,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
USA,Kevin George Robertson,M,25.0,175.0,75.0,Summer,1984,Water Polo,Water Polo Men's Water Polo,Silver
USA,Kevin George Robertson,M,29.0,175.0,75.0,Summer,1988,Water Polo,Water Polo Men's Water Polo,Silver
USA,Lawson Robertson,M,22.0,183.0,68.0,Summer,1906,Athletics,Athletics Men's Standing High Jump,Silver
GBR,"Leonard David ""Lenny"" Robertson",M,25.0,186.0,89.0,Summer,1976,Rowing,Rowing Men's Coxed Eights,Silver
GBR,Mark Robertson,M,31.0,189.0,96.0,Summer,2016,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Silver
CAN,"Michael ""Mike"" Robertson",M,24.0,185.0,83.0,Winter,2010,Snowboarding,Snowboarding Men's Boardercross,Silver
GBR,Nathan James Robertson,M,27.0,187.0,82.0,Summer,2004,Badminton,Badminton Mixed Doubles,Silver
USA,"Carl Joseph Robie, III",M,19.0,178.0,73.0,Summer,1964,Swimming,Swimming Men's 200 metres Butterfly,Silver
FRA,Daniel Santon Robin,M,25.0,178.0,74.0,Summer,1968,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver
FRA,Daniel Santon Robin,M,25.0,178.0,74.0,Summer,1968,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver
USA,"Albert ""Al"" Robinson",M,21.0,180.0,57.0,Summer,1968,Boxing,Boxing Men's Featherweight,Silver
AUS,Clint David Robinson,M,32.0,189.0,91.0,Summer,2004,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver
USA,"Matthew MacKenzie ""Mack"" Robinson",M,22.0,186.0,77.0,Summer,1936,Athletics,Athletics Men's 200 metres,Silver
GBR,William Walker Robinson,M,37.0,183.0,76.0,Summer,1908,Swimming,Swimming Men's 200 metres Breaststroke,Silver
ROU,Valentin Robu,M,21.0,193.0,96.0,Summer,1988,Rowing,Rowing Men's Coxed Fours,Silver
ROU,Valentin Robu,M,25.0,193.0,96.0,Summer,1992,Rowing,Rowing Men's Coxed Eights,Silver
ESP,Carlos Roca Portols,M,22.0,170.0,66.0,Summer,1980,Hockey,Hockey Men's Hockey,Silver
USA,Peter Drake Rocca,M,18.0,191.0,80.0,Summer,1976,Swimming,Swimming Men's 100 metres Backstroke,Silver
USA,Peter Drake Rocca,M,18.0,191.0,80.0,Summer,1976,Swimming,Swimming Men's 200 metres Backstroke,Silver
FRG,Siegfried Roch,M,25.0,188.0,92.0,Summer,1984,Handball,Handball Men's Handball,Silver
URS,Vasily Pavlovich Rochev,M,28.0,178.0,66.0,Winter,1980,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Silver
USA,"Richard Peter ""Dick"" Rodenhiser",M,23.0,173.0,70.0,Winter,1956,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
DEN,Kjell kerstrm Hansen Rodian,M,22.0,179.0,73.0,Summer,1964,Cycling,"Cycling Men's Road Race, Individual",Silver
ITA,Nicola Rodigari,M,20.0,171.0,71.0,Winter,2002,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
GER,Alexander Rdiger,M,24.0,183.0,95.0,Winter,2010,Bobsleigh,Bobsleigh Men's Four,Silver
BRA,"Rodrigo ""Rodrigo"" Santana",M,29.0,205.0,85.0,Summer,2008,Volleyball,Volleyball Men's Volleyball,Silver
BRA,"Rodrigo ""Rodrigo"" Santana",M,33.0,205.0,85.0,Summer,2012,Volleyball,Volleyball Men's Volleyball,Silver
ESP,"Bernardo ""Berni"" Rodrguez Arias",M,28.0,198.0,92.0,Summer,2008,Basketball,Basketball Men's Basketball,Silver
CUB,Jos Rafael Rodrguez Carbonell,M,21.0,161.0,60.0,Summer,1980,Judo,Judo Men's Extra-Lightweight,Silver
CUB,Luis Miguel Rodrguez Ricardo,M,35.0,181.0,74.0,Summer,2008,Baseball,Baseball Men's Baseball,Silver
CUB,Maels Rodrguez Corrales,M,20.0,180.0,80.0,Summer,2000,Baseball,Baseball Men's Baseball,Silver
ESP,Sergio Rodrguez Gmez,M,26.0,191.0,80.0,Summer,2012,Basketball,Basketball Men's Basketball,Silver
USA,"Raoul Pablo Rodriguez, Jr.",M,25.0,190.0,93.0,Summer,1988,Rowing,Rowing Men's Coxless Fours,Silver
GBR,James Rodwell,M,31.0,195.0,105.0,Summer,2016,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Silver
POL,Jarosaw Andrzej Rodzewicz,M,23.0,190.0,89.0,Summer,1996,Fencing,"Fencing Men's Foil, Team",Silver
USA,Jeremy Shaffer Roenick,M,32.0,183.0,93.0,Winter,2002,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
GDR,Frank-Peter Roetsch,M,19.0,175.0,70.0,Winter,1984,Biathlon,Biathlon Men's 20 kilometres,Silver
AUT,Markus Antonius Rogan,M,22.0,195.0,93.0,Summer,2004,Swimming,Swimming Men's 100 metres Backstroke,Silver
AUT,Markus Antonius Rogan,M,22.0,195.0,93.0,Summer,2004,Swimming,Swimming Men's 200 metres Backstroke,Silver
CAN,"Alfred Harold Douglas ""Doug"" Rogers",M,23.0,190.0,111.0,Summer,1964,Judo,Judo Men's Heavyweight,Silver
AUS,"Gregory Francis ""Greg"" Rogers",M,20.0,189.0,87.0,Summer,1968,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
USA,Jason Nicholas Rogers,M,25.0,183.0,84.0,Summer,2008,Fencing,"Fencing Men's Sabre, Team",Silver
GBR,"Nicholas Robert ""Nick"" Rogers",M,27.0,173.0,60.0,Summer,2004,Sailing,Sailing Men's Two Person Dinghy,Silver
GBR,"Nicholas Robert ""Nick"" Rogers",M,31.0,173.0,60.0,Summer,2008,Sailing,Sailing Men's Two Person Dinghy,Silver
TCH,Ji Rohan,M,27.0,178.0,75.0,Summer,1992,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Silver
CZE,Ji Rohan,M,31.0,178.0,75.0,Summer,1996,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Silver
SUI,Marcel Rohner,M,33.0,191.0,98.0,Winter,1998,Bobsleigh,Bobsleigh Men's Four,Silver
CUB,Ibrahim Rojas Blanco,M,24.0,168.0,72.0,Summer,2000,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
CUB,Ibrahim Rojas Blanco,M,28.0,168.0,72.0,Summer,2004,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Silver
YUG,Zoran Roje,M,24.0,193.0,93.0,Summer,1980,Water Polo,Water Polo Men's Water Polo,Silver
ESP,Jess Miguel Rolln Prada,M,24.0,187.0,87.0,Summer,1992,Water Polo,Water Polo Men's Water Polo,Silver
USA,Brian Lee Rolston,M,28.0,188.0,95.0,Winter,2002,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
ITA,Euro Federico Roman,M,27.0,174.0,68.0,Summer,1980,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
ITA,Mauro Roman,M,26.0,178.0,69.0,Summer,1980,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
URS,Aleksandr Anatolyevich Romankov,M,22.0,178.0,72.0,Summer,1976,Fencing,"Fencing Men's Foil, Individual",Silver
URS,Aleksandr Anatolyevich Romankov,M,26.0,178.0,72.0,Summer,1980,Fencing,"Fencing Men's Foil, Team",Silver
ITA,Marco Romano,M,27.0,182.0,70.0,Summer,1980,Fencing,"Fencing Men's Sabre, Team",Silver
URS,Leonid Mikhaylovich Romanov,M,25.0,175.0,78.0,Summer,1972,Fencing,"Fencing Men's Foil, Team",Silver
URS,Vladimir Vatslavovich Romanovsky,M,19.0,170.0,75.0,Summer,1976,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver
BRA,Romrio de Souza Faria,M,22.0,169.0,65.0,Summer,1988,Football,Football Men's Football,Silver
ESP,Fernando Romay Pereiro,M,24.0,212.0,110.0,Summer,1984,Basketball,Basketball Men's Basketball,Silver
ITA,Rodolfo Rombaldoni,M,27.0,193.0,85.0,Summer,2004,Basketball,Basketball Men's Basketball,Silver
CUB,Yoel Romero Palacios,M,23.0,175.0,84.0,Summer,2000,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Silver
NED,Gianni Petrus Cornelis Romme,M,28.0,190.0,85.0,Winter,2002,Speed Skating,"Speed Skating Men's 10,000 metres",Silver
BRA,Rmulo Borges Monteiro,M,21.0,184.0,80.0,Summer,2012,Football,Football Men's Football,Silver
ITA,Luigi Roncaglia,M,21.0,178.0,77.0,Summer,1964,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
AUS,Brett Nicholas Roneberg,M,25.0,185.0,93.0,Summer,2004,Baseball,Baseball Men's Baseball,Silver
FIN,Mikko Tapani Ronkainen,M,27.0,166.0,64.0,Winter,2006,Freestyle Skiing,Freestyle Skiing Men's Moguls,Silver
SWE,Bernt Assar Rnnlund,M,28.0,177.0,68.0,Winter,1964,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Silver
