Event,Sport,Year,Country,NOC,Sex,Medal,sno,ID,Age,Height,Weight
"Fencing Men's Sabre, Individual",Fencing,2016,Hungary,HUN,M,Gold,234347.0,117523.0,26.0,180.0,78.0
"Fencing Men's Sabre, Team",Fencing,1920,Italy,ITA,M,Gold,167259.0,84025.0,20.0,183.0,69.0
"Fencing Men's Sabre, Team",Fencing,1932,Hungary,HUN,M,Gold,78230.0,39726.0,22.0,177.0,78.0
"Fencing Men's Sabre, Team",Fencing,1936,Hungary,HUN,M,Gold,101952.5,51567.5,25.0,178.0,79.0
"Fencing Men's Sabre, Team",Fencing,1948,Hungary,HUN,M,Gold,113904.0,57699.0,36.0,179.0,78.0
"Fencing Men's Sabre, Team",Fencing,1952,Hungary,HUN,M,Gold,113905.0,57699.0,39.0,179.0,78.0
"Fencing Men's Sabre, Team",Fencing,1956,Hungary,HUN,M,Gold,113907.0,57699.0,36.0,179.0,78.0
"Fencing Men's Sabre, Team",Fencing,1960,Hungary,HUN,M,Gold,106446.5,53901.0,34.0,181.0,78.0
"Fencing Men's Sabre, Team",Fencing,1964,Russia,URS,M,Gold,156311.0,78501.0,27.0,175.0,75.0
"Fencing Men's Sabre, Team",Fencing,1968,Russia,URS,M,Gold,196204.0,98507.0,25.0,176.0,76.0
"Fencing Men's Sabre, Team",Fencing,1972,Italy,ITA,M,Gold,162243.0,81462.0,28.0,178.0,79.0
"Fencing Men's Sabre, Team",Fencing,1976,Russia,URS,M,Gold,168857.0,84869.0,30.0,176.0,75.0
"Fencing Men's Sabre, Team",Fencing,1980,Russia,URS,M,Gold,148208.0,74578.5,32.5,177.0,75.0
"Fencing Men's Sabre, Team",Fencing,1984,Italy,ITA,M,Gold,149650.0,75056.0,25.0,180.0,74.0
"Fencing Men's Sabre, Team",Fencing,1988,Hungary,HUN,M,Gold,77477.0,39310.0,29.0,180.0,78.0
"Fencing Men's Sabre, Team",Fencing,1992,Russia,EUN,M,Gold,155225.0,78204.0,23.0,179.0,78.5
"Fencing Men's Sabre, Team",Fencing,1996,Russia,RUS,M,Gold,192526.0,96670.0,22.0,181.0,78.0
"Fencing Men's Sabre, Team",Fencing,2000,Russia,RUS,M,Gold,192528.0,96670.0,26.0,182.0,78.0
"Fencing Men's Sabre, Team",Fencing,2004,France,FRA,M,Gold,242635.0,121518.0,29.0,184.0,76.0
"Fencing Men's Sabre, Team",Fencing,2008,France,FRA,M,Gold,188907.0,94887.0,27.0,184.0,75.0
"Fencing Men's Sabre, Team",Fencing,2012,South Korea,KOR,M,Gold,146528.5,73812.0,28.5,181.5,73.0
"Fencing Men's epee, Individual",Fencing,1920,France,FRA,M,Gold,151845.0,76206.0,35.0,186.0,84.0
"Fencing Men's epee, Individual",Fencing,1960,Italy,ITA,M,Gold,53108.0,27258.0,38.0,185.0,83.0
"Fencing Men's epee, Individual",Fencing,1964,Russia,URS,M,Gold,127080.0,64070.0,23.0,175.0,71.0
"Fencing Men's epee, Individual",Fencing,1968,Hungary,HUN,M,Gold,128745.0,64806.0,27.0,188.0,79.0
"Fencing Men's epee, Individual",Fencing,1972,Hungary,HUN,M,Gold,67796.0,34649.0,29.0,184.0,79.0
"Fencing Men's epee, Individual",Fencing,1976,Germany,FRG,M,Gold,194438.0,97613.0,21.0,186.0,77.0
"Fencing Men's epee, Individual",Fencing,1980,Sweden,SWE,M,Gold,90942.0,46080.0,25.0,179.0,71.0
"Fencing Men's epee, Individual",Fencing,1984,France,FRA,M,Gold,24566.0,12868.0,29.0,183.0,80.0
"Fencing Men's epee, Individual",Fencing,1988,Germany,FRG,M,Gold,213445.0,107186.0,23.0,190.0,77.0
"Fencing Men's epee, Individual",Fencing,1992,France,FRA,M,Gold,226923.0,114036.0,28.0,193.0,88.0
"Fencing Men's epee, Individual",Fencing,1996,Russia,RUS,M,Gold,17885.0,9495.0,26.0,182.0,75.0
"Fencing Men's epee, Individual",Fencing,2000,Russia,RUS,M,Gold,123195.0,62252.0,30.0,182.0,75.0
"Fencing Men's epee, Individual",Fencing,2004,Switzerland,SUI,M,Gold,69729.0,35524.0,25.0,190.0,78.0
"Fencing Men's epee, Individual",Fencing,2008,Italy,ITA,M,Gold,234865.0,117787.0,25.0,188.0,78.0
"Fencing Men's epee, Individual",Fencing,2012,Venezuela,VEN,M,Gold,139223.0,69930.0,26.0,175.0,75.0
"Fencing Men's epee, Individual",Fencing,2016,South Korea,KOR,M,Gold,182209.0,91583.0,20.0,177.0,73.0
"Fencing Men's epee, Team",Fencing,1920,Italy,ITA,M,Gold,167257.0,84025.0,20.0,183.0,69.0
"Fencing Men's epee, Team",Fencing,1932,France,FRA,M,Gold,213135.0,107025.0,28.0,189.0,92.0
"Fencing Men's epee, Team",Fencing,1948,France,FRA,M,Gold,184163.0,92559.0,37.0,178.0,82.0
"Fencing Men's epee, Team",Fencing,1952,Italy,ITA,M,Gold,53105.0,27258.0,30.0,185.0,83.0
"Fencing Men's epee, Team",Fencing,1956,Italy,ITA,M,Gold,118933.5,60058.0,30.5,181.0,78.5
"Fencing Men's epee, Team",Fencing,1960,Italy,ITA,M,Gold,184764.0,92858.0,30.0,182.0,76.0
"Fencing Men's epee, Team",Fencing,1964,Hungary,HUN,M,Gold,114740.0,58106.0,32.0,183.0,71.0
"Fencing Men's epee, Team",Fencing,1968,Hungary,HUN,M,Gold,167551.0,84183.0,26.0,185.0,79.0
"Fencing Men's epee, Team",Fencing,1972,Hungary,HUN,M,Gold,128748.0,64806.0,29.0,184.0,79.0
"Fencing Men's epee, Team",Fencing,1976,Sweden,SWE,M,Gold,97290.0,49246.0,29.0,185.0,78.0
"Fencing Men's epee, Team",Fencing,1980,France,FRA,M,Gold,188408.0,94644.0,25.0,183.0,80.0
"Fencing Men's epee, Team",Fencing,1984,Germany,FRG,M,Gold,93021.0,47121.0,28.0,186.0,77.0
"Fencing Men's epee, Team",Fencing,1988,France,FRA,M,Gold,136638.0,68706.0,24.0,193.0,82.0
"Fencing Men's epee, Team",Fencing,1992,Germany,GER,M,Gold,193678.0,97206.0,29.0,187.0,77.0
"Fencing Men's epee, Team",Fencing,1996,Italy,ITA,M,Gold,153727.0,77148.0,33.0,183.0,77.0
"Fencing Men's epee, Team",Fencing,2000,Italy,ITA,M,Gold,177848.5,89291.0,33.0,186.5,77.5
"Fencing Men's epee, Team",Fencing,2004,France,FRA,M,Gold,107080.0,54121.0,25.5,187.5,80.0
"Fencing Men's epee, Team",Fencing,2008,France,FRA,M,Gold,107084.0,54122.0,27.0,190.0,85.0
"Fencing Men's epee, Team",Fencing,2016,France,FRA,M,Gold,96744.0,48970.5,29.5,188.5,83.5
Figure Skating Men's Singles,Figure Skating,1964,Germany,GER,M,Gold,213694.0,107310.0,20.0,185.0,80.0
Figure Skating Men's Singles,Figure Skating,1968,Austria,AUT,M,Gold,214873.0,107876.0,20.0,178.0,70.0
Figure Skating Men's Singles,Figure Skating,1972,Czech Republic,TCH,M,Gold,169731.0,85316.0,21.0,175.0,70.0
Figure Skating Men's Singles,Figure Skating,1976,UK,GBR,M,Gold,47340.0,24408.0,26.0,180.0,67.0
Figure Skating Men's Singles,Figure Skating,1980,UK,GBR,M,Gold,45526.0,23500.0,22.0,183.0,66.0
Figure Skating Men's Singles,Figure Skating,1984,USA,USA,M,Gold,89352.0,45295.0,25.0,160.0,50.0
Figure Skating Men's Singles,Figure Skating,1988,USA,USA,M,Gold,24597.0,12885.0,24.0,180.0,75.0
Figure Skating Men's Singles,Figure Skating,1992,Russia,EUN,M,Gold,187075.0,94032.0,22.0,178.0,69.0
Figure Skating Men's Singles,Figure Skating,1994,Russia,RUS,M,Gold,246649.0,123499.0,20.0,179.0,72.0
Figure Skating Men's Singles,Figure Skating,1998,Russia,RUS,M,Gold,128813.0,64837.0,20.0,179.0,74.0
Figure Skating Men's Singles,Figure Skating,2002,Russia,RUS,M,Gold,264119.0,132167.0,21.0,175.0,65.0
Figure Skating Men's Singles,Figure Skating,2006,Russia,RUS,M,Gold,190227.0,95546.0,23.0,178.0,72.0
Figure Skating Men's Singles,Figure Skating,2010,USA,USA,M,Gold,144807.0,72671.0,24.0,188.0,73.0
Figure Skating Mixed Ice Dancing,Figure Skating,1980,Russia,URS,M,Gold,113943.0,57712.0,29.0,173.0,66.0
Figure Skating Mixed Ice Dancing,Figure Skating,1984,UK,GBR,M,Gold,52231.0,26839.0,25.0,180.0,73.0
Figure Skating Mixed Ice Dancing,Figure Skating,1988,Russia,URS,M,Gold,31740.0,16301.0,30.0,185.0,63.0
Figure Skating Mixed Ice Dancing,Figure Skating,1992,Russia,EUN,M,Gold,191232.0,96037.0,31.0,173.0,68.0
Figure Skating Mixed Ice Dancing,Figure Skating,1994,Russia,RUS,M,Gold,189944.0,95401.0,26.0,183.0,72.0
Figure Skating Mixed Ice Dancing,Figure Skating,1998,Russia,RUS,M,Gold,189945.0,95401.0,30.0,183.0,72.0
Figure Skating Mixed Ice Dancing,Figure Skating,2002,France,FRA,M,Gold,184596.0,92782.0,29.0,173.0,66.0
Figure Skating Mixed Ice Dancing,Figure Skating,2006,Russia,RUS,M,Gold,125107.0,63132.0,29.0,183.0,79.0
Figure Skating Mixed Ice Dancing,Figure Skating,2010,Canada,CAN,M,Gold,161393.0,81017.0,22.0,168.0,75.0
Figure Skating Mixed Ice Dancing,Figure Skating,2014,USA,USA,M,Gold,259750.0,130032.0,26.0,175.0,73.0
Figure Skating Mixed Pairs,Figure Skating,1920,Finland,FIN,M,Gold,105594.0,53408.0,38.0,174.0,73.0
Figure Skating Mixed Pairs,Figure Skating,1964,Russia,URS,M,Gold,193715.0,97228.0,31.0,175.0,71.0
Figure Skating Mixed Pairs,Figure Skating,1968,Russia,URS,M,Gold,193716.0,97228.0,35.0,175.0,71.0
Figure Skating Mixed Pairs,Figure Skating,1972,Russia,URS,M,Gold,246080.0,123222.0,24.0,176.0,71.0
Figure Skating Mixed Pairs,Figure Skating,1976,Russia,URS,M,Gold,268126.0,134141.0,23.0,178.0,79.0
Figure Skating Mixed Pairs,Figure Skating,1980,Russia,URS,M,Gold,268127.0,134141.0,27.0,178.0,79.0
Figure Skating Mixed Pairs,Figure Skating,1984,Russia,URS,M,Gold,250454.0,125444.0,24.0,170.0,72.0
Figure Skating Mixed Pairs,Figure Skating,1988,Russia,URS,M,Gold,84737.0,43004.0,21.0,183.0,74.0
Figure Skating Mixed Pairs,Figure Skating,1992,Russia,EUN,M,Gold,56409.0,28902.0,24.0,183.0,82.0
Figure Skating Mixed Pairs,Figure Skating,1994,Russia,RUS,M,Gold,84738.0,43004.0,27.0,183.0,74.0
Figure Skating Mixed Pairs,Figure Skating,1998,Russia,RUS,M,Gold,56411.0,28902.0,30.0,183.0,82.0
Figure Skating Mixed Pairs,Figure Skating,2002,Canada,CAN,M,Gold,184776.0,92866.0,27.0,178.0,80.0
Figure Skating Mixed Pairs,Figure Skating,2002,Russia,RUS,M,Gold,219771.0,110404.0,25.0,182.0,76.0
Figure Skating Mixed Pairs,Figure Skating,2006,Russia,RUS,M,Gold,149711.0,75084.0,28.0,187.0,80.0
Figure Skating Mixed Pairs,Figure Skating,2010,China,CHN,M,Gold,269086.0,134641.0,36.0,177.0,75.0
Figure Skating Mixed Pairs,Figure Skating,2014,Russia,RUS,M,Gold,242962.0,121669.0,30.0,187.0,77.0
Figure Skating Mixed Team,Figure Skating,2014,Russia,RUS,M,Gold,225898.0,113511.0,30.0,183.0,74.0
Football Men's Football,Football,1920,Belgium,BEL,M,Gold,141921.0,71505.0,27.0,177.0,72.5
Football Men's Football,Football,1924,Uruguay,URU,M,Gold,177757.5,89329.0,22.0,173.0,74.0
Football Men's Football,Football,1928,Uruguay,URU,M,Gold,161010.5,80855.5,26.0,173.0,74.0
Football Men's Football,Football,1936,Italy,ITA,M,Gold,141388.0,70948.0,22.0,172.0,72.0
Football Men's Football,Football,1948,Sweden,SWE,M,Gold,84171.0,42769.0,27.0,175.0,75.0
Football Men's Football,Football,1952,Hungary,HUN,M,Gold,48551.0,25025.0,19.0,178.0,82.0
Football Men's Football,Football,1956,Russia,URS,M,Gold,230615.0,115748.0,19.0,182.0,80.0
Football Men's Football,Football,1960,Serbia,YUG,M,Gold,150954.0,75735.0,22.0,175.5,74.5
Football Men's Football,Football,1964,Hungary,HUN,M,Gold,148019.0,74547.0,24.5,174.5,71.0
Football Men's Football,Football,1968,Hungary,HUN,M,Gold,156449.0,78578.0,24.0,176.0,72.0
Football Men's Football,Football,1972,Poland,POL,M,Gold,126444.0,63762.0,25.0,178.0,72.0
Football Men's Football,Football,1976,Germany,GDR,M,Gold,120127.0,60799.0,25.0,177.0,74.0
Football Men's Football,Football,1980,Czech Republic,TCH,M,Gold,200220.5,100524.0,26.5,178.0,73.5
Football Men's Football,Football,1984,France,FRA,M,Gold,133581.0,67211.5,24.5,176.5,72.0
Football Men's Football,Football,1988,Russia,URS,M,Gold,135385.5,68061.5,25.5,181.0,74.5
Football Men's Football,Football,1992,Spain,ESP,M,Gold,5934.0,3332.0,21.0,178.0,69.0
Football Men's Football,Football,1996,Nigeria,NGR,M,Gold,133654.0,67288.0,22.0,176.0,74.0
Football Men's Football,Football,2000,Cameroon,CMR,M,Gold,95424.0,48386.5,20.5,180.0,78.0
Football Men's Football,Football,2004,Argentina,ARG,M,Gold,87706.5,44458.5,23.0,175.5,75.0
Football Men's Football,Football,2008,Argentina,ARG,M,Gold,142571.5,71651.0,21.0,174.5,73.0
Football Men's Football,Football,2012,Mexico,MEX,M,Gold,108473.0,54845.0,23.0,179.0,70.0
Football Men's Football,Football,2016,Brazil,BRA,M,Gold,195750.0,98283.0,22.0,178.0,69.0
Freestyle Skiing Men's Aerials,Freestyle Skiing,1994,Switzerland,SUI,M,Gold,213891.0,107410.0,27.0,180.0,77.0
Freestyle Skiing Men's Aerials,Freestyle Skiing,1998,USA,USA,M,Gold,20016.0,10539.0,28.0,183.0,77.0
Freestyle Skiing Men's Aerials,Freestyle Skiing,2002,Czech Republic,CZE,M,Gold,247549.0,123934.0,29.0,179.0,75.0
Freestyle Skiing Men's Aerials,Freestyle Skiing,2006,China,CHN,M,Gold,89766.0,45491.0,22.0,173.0,75.0
Freestyle Skiing Men's Aerials,Freestyle Skiing,2010,Belarus,BLR,M,Gold,84782.0,43026.0,30.0,170.0,70.0
Freestyle Skiing Men's Aerials,Freestyle Skiing,2014,Belarus,BLR,M,Gold,129580.0,65236.0,29.0,176.0,71.0
Freestyle Skiing Men's Halfpipe,Freestyle Skiing,2014,USA,USA,M,Gold,262050.0,131113.0,23.0,183.0,84.0
Freestyle Skiing Men's Moguls,Freestyle Skiing,1992,France,FRA,M,Gold,85113.0,43174.0,22.0,175.0,80.0
Freestyle Skiing Men's Moguls,Freestyle Skiing,1994,Canada,CAN,M,Gold,28363.0,14713.0,21.0,173.0,71.0
Freestyle Skiing Men's Moguls,Freestyle Skiing,1998,USA,USA,M,Gold,164135.0,82388.0,22.0,180.0,82.0
Freestyle Skiing Men's Moguls,Freestyle Skiing,2002,Finland,FIN,M,Gold,131014.0,65947.0,27.0,171.0,72.0
Freestyle Skiing Men's Moguls,Freestyle Skiing,2006,Australia,AUS,M,Gold,17582.0,9371.0,21.0,186.0,84.0
Freestyle Skiing Men's Moguls,Freestyle Skiing,2010,Canada,CAN,M,Gold,21847.0,11537.0,22.0,173.0,76.0
Freestyle Skiing Men's Moguls,Freestyle Skiing,2014,Canada,CAN,M,Gold,21848.0,11537.0,26.0,173.0,76.0
Freestyle Skiing Men's Ski Cross,Freestyle Skiing,2010,Switzerland,SUI,M,Gold,213187.0,107048.0,25.0,193.0,96.0
Freestyle Skiing Men's Ski Cross,Freestyle Skiing,2014,France,FRA,M,Gold,38610.0,19863.0,24.0,172.0,83.0
Freestyle Skiing Men's Slopestyle,Freestyle Skiing,2014,USA,USA,M,Gold,41210.0,21248.0,22.0,185.0,79.0
Gymnastics Men's Floor Exercise,Gymnastics,1952,Sweden,SWE,M,Gold,239532.0,120051.0,20.0,171.0,67.0
Gymnastics Men's Floor Exercise,Gymnastics,1960,Japan,JPN,M,Gold,2654.0,1483.0,25.0,154.0,53.0
Gymnastics Men's Floor Exercise,Gymnastics,1964,Italy,ITA,M,Gold,156734.0,78733.0,23.0,163.0,60.0
Gymnastics Men's Floor Exercise,Gymnastics,1968,Japan,JPN,M,Gold,114523.0,57998.0,22.0,163.0,59.0
Gymnastics Men's Floor Exercise,Gymnastics,1972,Russia,URS,M,Gold,7512.0,4198.0,19.0,166.0,60.0
Gymnastics Men's Floor Exercise,Gymnastics,1976,Russia,URS,M,Gold,7520.0,4198.0,23.0,166.0,60.0
Gymnastics Men's Floor Exercise,Gymnastics,1980,Germany,GDR,M,Gold,30378.0,15676.0,24.0,172.0,65.0
Gymnastics Men's Floor Exercise,Gymnastics,1984,China,CHN,M,Gold,138255.0,69459.0,20.0,164.0,58.0
Gymnastics Men's Floor Exercise,Gymnastics,1988,Russia,URS,M,Gold,116936.0,59207.0,17.0,167.0,63.0
Gymnastics Men's Floor Exercise,Gymnastics,1992,China,CHN,M,Gold,138417.0,69529.0,18.0,157.0,52.0
Gymnastics Men's Floor Exercise,Gymnastics,1996,Greece,GRE,M,Gold,156217.0,78456.0,19.0,172.0,59.0
Gymnastics Men's Floor Exercise,Gymnastics,2000,Latvia,LAT,M,Gold,252586.0,126491.0,22.0,165.0,62.0
Gymnastics Men's Floor Exercise,Gymnastics,2004,Canada,CAN,M,Gold,218353.0,109662.0,22.0,164.0,61.0
Gymnastics Men's Floor Exercise,Gymnastics,2008,China,CHN,M,Gold,270432.0,135269.0,20.0,158.0,55.0
Gymnastics Men's Floor Exercise,Gymnastics,2012,China,CHN,M,Gold,270435.0,135269.0,24.0,158.0,55.0
Gymnastics Men's Floor Exercise,Gymnastics,2016,UK,GBR,M,Gold,259831.0,130071.0,23.0,167.0,56.0
Gymnastics Men's Horizontal Bar,Gymnastics,1956,Japan,JPN,M,Gold,177421.0,89187.0,25.0,160.0,58.0
Gymnastics Men's Horizontal Bar,Gymnastics,1960,Japan,JPN,M,Gold,177429.0,89187.0,29.0,160.0,58.0
Gymnastics Men's Horizontal Bar,Gymnastics,1964,Russia,URS,M,Gold,217333.0,109161.0,32.0,171.0,71.0
Gymnastics Men's Horizontal Bar,Gymnastics,1968,Japan,JPN,M,Gold,167945.0,84381.0,25.0,163.0,59.0
Gymnastics Men's Horizontal Bar,Gymnastics,1968,Russia,URS,M,Gold,254690.0,127501.0,23.0,170.0,65.0
Gymnastics Men's Horizontal Bar,Gymnastics,1972,Japan,JPN,M,Gold,244403.0,122392.0,24.0,167.0,66.0
Gymnastics Men's Horizontal Bar,Gymnastics,1976,Japan,JPN,M,Gold,244411.0,122392.0,28.0,167.0,66.0
Gymnastics Men's Horizontal Bar,Gymnastics,1980,Bulgaria,BUL,M,Gold,53028.0,27224.0,21.0,162.0,56.0
Gymnastics Men's Horizontal Bar,Gymnastics,1984,Japan,JPN,M,Gold,163656.0,82151.0,27.0,170.0,66.0
Gymnastics Men's Horizontal Bar,Gymnastics,1988,Russia,URS,M,Gold,77373.0,39051.0,22.0,164.5,60.5
Gymnastics Men's Horizontal Bar,Gymnastics,1992,USA,USA,M,Gold,55735.0,28559.0,21.0,172.0,68.0
Gymnastics Men's Horizontal Bar,Gymnastics,1996,Germany,GER,M,Gold,257995.0,129196.0,26.0,160.0,62.0
Gymnastics Men's Horizontal Bar,Gymnastics,2000,Russia,RUS,M,Gold,169670.0,85286.0,24.0,174.0,75.0
Gymnastics Men's Horizontal Bar,Gymnastics,2004,Italy,ITA,M,Gold,36702.0,18858.0,26.0,180.0,73.0
Gymnastics Men's Horizontal Bar,Gymnastics,2008,China,CHN,M,Gold,270433.0,135269.0,20.0,158.0,55.0
Gymnastics Men's Horizontal Bar,Gymnastics,2012,Netherlands,NED,M,Gold,270326.0,135228.0,26.0,173.0,69.0
Gymnastics Men's Horizontal Bar,Gymnastics,2016,Germany,GER,M,Gold,89224.0,45219.0,28.0,164.0,62.0
"Gymnastics Men's Horizontal Bar, Teams",Gymnastics,1896,Germany,GER,M,Gold,214352.0,107613.0,26.0,159.0,70.0
Gymnastics Men's Horse Vault,Gymnastics,1896,Germany,GER,M,Gold,214346.0,107613.0,26.0,159.0,70.0
Gymnastics Men's Horse Vault,Gymnastics,1948,Finland,FIN,M,Gold,44.0,17.0,28.0,175.0,64.0
Gymnastics Men's Horse Vault,Gymnastics,1960,Japan,JPN,M,Gold,177427.0,89187.0,29.0,160.0,58.0
Gymnastics Men's Horse Vault,Gymnastics,1960,Russia,URS,M,Gold,217323.0,109161.0,28.0,171.0,71.0
Gymnastics Men's Horse Vault,Gymnastics,1964,Japan,JPN,M,Gold,264501.0,132364.0,25.0,165.0,60.0
Gymnastics Men's Horse Vault,Gymnastics,1968,Russia,URS,M,Gold,254688.0,127501.0,23.0,170.0,65.0
Gymnastics Men's Horse Vault,Gymnastics,1972,Germany,GDR,M,Gold,124983.0,63087.0,29.0,164.0,61.0
Gymnastics Men's Horse Vault,Gymnastics,1976,Russia,URS,M,Gold,7521.0,4198.0,23.0,166.0,60.0
Gymnastics Men's Horse Vault,Gymnastics,1980,Russia,URS,M,Gold,7529.0,4198.0,27.0,166.0,60.0
Gymnastics Men's Horse Vault,Gymnastics,1984,China,CHN,M,Gold,142792.0,71644.0,20.0,158.0,53.0
Gymnastics Men's Horse Vault,Gymnastics,1988,China,CHN,M,Gold,142800.0,71644.0,24.0,158.0,53.0
Gymnastics Men's Horse Vault,Gymnastics,1992,Russia,EUN,M,Gold,217835.0,109416.0,20.0,169.0,68.0
Gymnastics Men's Horse Vault,Gymnastics,1996,Russia,RUS,M,Gold,169660.0,85286.0,20.0,174.0,75.0
Gymnastics Men's Horse Vault,Gymnastics,2000,Spain,ESP,M,Gold,52527.0,26983.0,19.0,166.0,69.0
Gymnastics Men's Horse Vault,Gymnastics,2004,Spain,ESP,M,Gold,52531.0,26983.0,23.0,166.0,69.0
Gymnastics Men's Horse Vault,Gymnastics,2008,Poland,POL,M,Gold,23117.0,12154.0,31.0,163.0,64.0
Gymnastics Men's Horse Vault,Gymnastics,2012,South Korea,KOR,M,Gold,264764.0,132494.0,19.0,159.0,53.0
Gymnastics Men's Horse Vault,Gymnastics,2016,North Korea,PRK,M,Gold,199788.0,100351.0,31.0,155.0,54.0
Gymnastics Men's Individual All-Around,Gymnastics,1960,Russia,URS,M,Gold,217320.0,109161.0,28.0,171.0,71.0
Gymnastics Men's Individual All-Around,Gymnastics,1964,Japan,JPN,M,Gold,63579.0,32574.0,27.0,161.0,58.0
Gymnastics Men's Individual All-Around,Gymnastics,1968,Japan,JPN,M,Gold,114521.0,57998.0,22.0,163.0,59.0
Gymnastics Men's Individual All-Around,Gymnastics,1972,Japan,JPN,M,Gold,114529.0,57998.0,25.0,163.0,59.0
Gymnastics Men's Individual All-Around,Gymnastics,1976,Russia,URS,M,Gold,7518.0,4198.0,23.0,166.0,60.0
Gymnastics Men's Individual All-Around,Gymnastics,1980,Russia,URS,M,Gold,56199.0,28790.0,22.0,178.0,70.0
Gymnastics Men's Individual All-Around,Gymnastics,1984,Japan,JPN,M,Gold,86866.0,44064.0,27.0,162.0,58.0
Gymnastics Men's Individual All-Around,Gymnastics,1988,Russia,URS,M,Gold,9855.0,5396.0,23.0,167.0,63.0
Gymnastics Men's Individual All-Around,Gymnastics,1992,Russia,EUN,M,Gold,217832.0,109416.0,20.0,169.0,68.0
Gymnastics Men's Individual All-Around,Gymnastics,1996,China,CHN,M,Gold,138423.0,69529.0,22.0,157.0,52.0
Gymnastics Men's Individual All-Around,Gymnastics,2000,Russia,RUS,M,Gold,169665.0,85286.0,24.0,174.0,75.0
Gymnastics Men's Individual All-Around,Gymnastics,2004,USA,USA,M,Gold,89405.0,45312.0,21.0,165.0,62.0
Gymnastics Men's Individual All-Around,Gymnastics,2008,China,CHN,M,Gold,264879.0,132547.0,28.0,160.0,54.0
Gymnastics Men's Individual All-Around,Gymnastics,2012,Japan,JPN,M,Gold,245729.0,123056.0,23.0,160.0,54.0
Gymnastics Men's Individual All-Around,Gymnastics,2016,Japan,JPN,M,Gold,245736.0,123056.0,27.0,160.0,54.0
Gymnastics Men's Parallel Bars,Gymnastics,1960,Russia,URS,M,Gold,217324.0,109161.0,28.0,171.0,71.0
Gymnastics Men's Parallel Bars,Gymnastics,1964,Japan,JPN,M,Gold,63583.0,32574.0,27.0,161.0,58.0
Gymnastics Men's Parallel Bars,Gymnastics,1968,Japan,JPN,M,Gold,167944.0,84381.0,25.0,163.0,59.0
Gymnastics Men's Parallel Bars,Gymnastics,1972,Japan,JPN,M,Gold,114533.0,57998.0,25.0,163.0,59.0
Gymnastics Men's Parallel Bars,Gymnastics,1976,Japan,JPN,M,Gold,114541.0,57998.0,29.0,163.0,59.0
Gymnastics Men's Parallel Bars,Gymnastics,1980,Russia,URS,M,Gold,240663.0,120591.0,22.0,169.0,62.0
Gymnastics Men's Parallel Bars,Gymnastics,1984,USA,USA,M,Gold,44046.0,22692.0,26.0,165.0,58.0
Gymnastics Men's Parallel Bars,Gymnastics,1988,Russia,URS,M,Gold,9859.0,5396.0,23.0,167.0,63.0
Gymnastics Men's Parallel Bars,Gymnastics,1992,Russia,EUN,M,Gold,217836.0,109416.0,20.0,169.0,68.0
Gymnastics Men's Parallel Bars,Gymnastics,1996,Ukraine,UKR,M,Gold,217575.0,109284.0,25.0,163.0,61.0
Gymnastics Men's Parallel Bars,Gymnastics,2000,China,CHN,M,Gold,138391.0,69526.0,19.0,162.0,56.0
Gymnastics Men's Parallel Bars,Gymnastics,2004,Ukraine,UKR,M,Gold,98171.0,49685.0,26.0,168.0,57.0
Gymnastics Men's Parallel Bars,Gymnastics,2008,China,CHN,M,Gold,138402.0,69526.0,27.0,162.0,56.0
Gymnastics Men's Parallel Bars,Gymnastics,2012,China,CHN,M,Gold,67738.0,34626.0,24.0,160.0,58.0
Gymnastics Men's Parallel Bars,Gymnastics,2016,Ukraine,UKR,M,Gold,251783.0,126096.0,22.0,161.0,55.0
"Gymnastics Men's Parallel Bars, Teams",Gymnastics,1896,Germany,GER,M,Gold,214348.0,107613.0,26.0,159.0,70.0
Gymnastics Men's Pommelled Horse,Gymnastics,1948,Finland,FIN,M,Gold,105873.0,53156.5,34.0,173.5,64.0
Gymnastics Men's Pommelled Horse,Gymnastics,1956,Russia,URS,M,Gold,217319.0,109161.0,24.0,171.0,71.0
Gymnastics Men's Pommelled Horse,Gymnastics,1960,Finland,FIN,M,Gold,62207.0,31853.0,22.0,178.0,71.0
Gymnastics Men's Pommelled Horse,Gymnastics,1960,Russia,URS,M,Gold,217327.0,109161.0,28.0,171.0,71.0
Gymnastics Men's Pommelled Horse,Gymnastics,1964,Serbia,YUG,M,Gold,37671.0,19353.0,24.0,172.0,73.0
Gymnastics Men's Pommelled Horse,Gymnastics,1968,Serbia,YUG,M,Gold,37679.0,19353.0,28.0,172.0,73.0
Gymnastics Men's Pommelled Horse,Gymnastics,1972,Russia,URS,M,Gold,121125.0,61251.0,23.0,169.0,61.0
Gymnastics Men's Pommelled Horse,Gymnastics,1976,Hungary,HUN,M,Gold,146473.0,73506.0,22.0,165.0,60.0
Gymnastics Men's Pommelled Horse,Gymnastics,1980,Hungary,HUN,M,Gold,146481.0,73506.0,26.0,165.0,60.0
Gymnastics Men's Pommelled Horse,Gymnastics,1984,China,CHN,M,Gold,138260.0,69459.0,20.0,164.0,58.0
Gymnastics Men's Pommelled Horse,Gymnastics,1984,USA,USA,M,Gold,252408.0,126397.0,23.0,165.0,60.0
Gymnastics Men's Pommelled Horse,Gymnastics,1988,Bulgaria,BUL,M,Gold,78150.0,39682.0,19.0,166.0,58.0
