Event,Season,Sex,Medal,sno,ID,Age,Height,Weight,Year
Weightlifting Men's Super-Heavyweight,Summer,M,Gold,170009.0,85347.5,25.5,185.0,155.0,1994.0
"Weightlifting Men's Unlimited, One Hand",Summer,M,Gold,145796.5,73549.5,24.0,182.5,108.0,1901.0
"Weightlifting Men's Unlimited, Two Hands",Summer,M,Gold,112109.0,56781.0,21.5,,,1904.0
"Wrestling Men's All-Around, Greco-Roman",Summer,M,Gold,107703.0,54447.0,26.0,,,1906.0
"Wrestling Men's Bantamweight, Freestyle",Summer,M,Gold,163582.5,82169.0,25.0,165.0,57.0,1962.0
"Wrestling Men's Bantamweight, Greco-Roman",Summer,M,Gold,169615.0,85218.5,24.5,162.0,57.0,1966.0
"Wrestling Men's Featherweight, Freestyle",Summer,M,Gold,117104.0,59302.0,24.0,168.0,62.0,1968.0
"Wrestling Men's Featherweight, Greco-Roman",Summer,M,Gold,149182.0,74830.0,26.0,167.0,62.0,1970.0
"Wrestling Men's Flyweight, Freestyle",Summer,M,Gold,189520.5,95195.0,23.0,160.5,56.0,1970.0
"Wrestling Men's Flyweight, Greco-Roman",Summer,M,Gold,141833.0,71148.0,25.0,161.0,54.5,1972.0
"Wrestling Men's Heavyweight, Freestyle",Summer,M,Gold,166071.0,83407.0,26.0,185.0,100.0,1968.0
"Wrestling Men's Heavyweight, Greco-Roman",Summer,M,Gold,140353.0,70460.0,28.0,185.0,100.0,1966.0
"Wrestling Men's Light-Flyweight, Freestyle",Summer,M,Gold,118612.5,60005.0,23.0,157.0,48.0,1982.0
"Wrestling Men's Light-Flyweight, Greco-Roman",Summer,M,Gold,146121.0,73319.0,23.0,160.0,48.0,1984.0
"Wrestling Men's Light-Heavyweight, Freestyle",Summer,M,Gold,175360.0,88133.0,24.5,180.0,88.5,1972.0
"Wrestling Men's Light-Heavyweight, Greco-Roman",Summer,M,Gold,168149.0,84463.5,26.0,177.0,87.25,1970.0
"Wrestling Men's Lightweight, Freestyle",Summer,M,Gold,113551.0,57524.5,24.0,170.0,68.0,1966.0
"Wrestling Men's Lightweight, Greco-Roman",Summer,M,Gold,147772.0,74148.0,25.0,170.0,68.0,1964.0
"Wrestling Men's Middleweight A, Greco-Roman",Summer,M,Gold,109051.0,55139.0,27.0,,,1912.0
"Wrestling Men's Middleweight, Freestyle",Summer,M,Gold,133191.5,67013.5,27.0,175.0,82.0,1970.0
"Wrestling Men's Middleweight, Greco-Roman",Summer,M,Gold,124184.0,62730.0,26.0,176.0,82.0,1968.0
"Wrestling Men's Super-Heavyweight, Freestyle",Summer,M,Gold,67072.5,34195.0,27.0,190.0,120.0,1994.0
"Wrestling Men's Super-Heavyweight, Greco-Roman",Summer,M,Gold,118267.5,59837.5,26.0,193.0,117.5,1994.0
"Wrestling Men's Unlimited Class, Greco-Roman",Summer,M,Gold,214351.0,107613.0,26.0,159.0,70.0,1896.0
"Wrestling Men's Welterweight, Freestyle",Summer,M,Gold,175358.0,88131.0,25.0,171.0,73.0,1972.0
"Wrestling Men's Welterweight, Greco-Roman",Summer,M,Gold,118888.5,60163.0,26.0,173.0,74.5,1978.0
